0.01, 0
0.02, 0
0.03, 0
0.04, 0
0.05, 0.0002442
0.06, 0
0.07, 0
0.08, 0.0002442
0.09, 0
0.1, 0
0.11, 0
0.12, 0
0.13, 0.0002442
0.14, 0.0002442
0.15, 0.000488401
0.16, 0.0002442
0.17, 0.000488401
0.18, 0.000488401
0.19, 0.000488401
0.2, 0.000488401
0.21, 0.000732601
0.22, 0.000732601
0.23, 0.000732601
0.24, 0.000732601
0.25, 0.000732601
0.26, 0.000732601
0.27, 0.000976801
0.28, 0.000976801
0.29, 0.000976801
0.3, 0.000976801
0.31, 0.000976801
0.32, 0.001221
0.33, 0.001221
0.34, 0.001221
0.35, 0.0014652
0.36, 0.001221
0.37, 0.001221
0.38, 0.001221
0.39, 0.0014652
0.4, 0.0017094
0.41, 0.0014652
0.42, 0.0014652
0.43, 0.0017094
0.44, 0.0017094
0.45, 0.0017094
0.46, 0.0017094
0.47, 0.0017094
0.48, 0.0019536
0.49, 0.0017094
0.5, 0.0019536
0.51, 0.0019536
0.52, 0.0021978
0.53, 0.0019536
0.54, 0.0021978
0.55, 0.002442
0.56, 0.0021978
0.57, 0.0021978
0.58, 0.002442
0.59, 0.002442
0.6, 0.0026862
0.61, 0.0026862
0.62, 0.0029304
0.63, 0.0029304
0.64, 0.0026862
0.65, 0.0029304
0.66, 0.0026862
0.67, 0.0031746
0.68, 0.0029304
0.69, 0.0029304
0.7, 0.0031746
0.71, 0.0031746
0.72, 0.0034188
0.73, 0.0034188
0.74, 0.003663
0.75, 0.0034188
0.76, 0.0039072
0.77, 0.003663
0.78, 0.0039072
0.79, 0.003663
0.8, 0.0039072
0.81, 0.0041514
0.82, 0.0039072
0.83, 0.0043956
0.84, 0.0043956
0.85, 0.0043956
0.86, 0.0043956
0.87, 0.0046398
0.88, 0.0043956
0.89, 0.0043956
0.9, 0.00488401
0.91, 0.00488401
0.92, 0.0046398
0.93, 0.00512821
0.94, 0.00488401
0.95, 0.00488401
0.96, 0.00512821
0.97, 0.00512821
0.98, 0.00537241
0.99, 0.00512821
1, 0.00586081
1.01, 0.00610501
1.02, 0.00610501
1.03, 0.00634921
1.04, 0.00634921
1.05, 0.00634921
1.06, 0.00634921
1.07, 0.00634921
1.08, 0.00659341
1.09, 0.00659341
1.1, 0.00708181
1.11, 0.00708181
1.12, 0.00732601
1.13, 0.00708181
1.14, 0.00708181
1.15, 0.00732601
1.16, 0.00781441
1.17, 0.00781441
1.18, 0.00781441
1.19, 0.00781441
1.2, 0.00805861
1.21, 0.00805861
1.22, 0.00830281
1.23, 0.00854701
1.24, 0.00830281
1.25, 0.00903541
1.26, 0.00879121
1.27, 0.00903541
1.28, 0.00903541
1.29, 0.00927961
1.3, 0.00927961
1.31, 0.00927961
1.32, 0.00952381
1.33, 0.00952381
1.34, 0.0100122
1.35, 0.0100122
1.36, 0.0102564
1.37, 0.0105006
1.38, 0.0107448
1.39, 0.0107448
1.4, 0.010989
1.41, 0.010989
1.42, 0.0112332
1.43, 0.0114774
1.44, 0.0117216
1.45, 0.0119658
1.46, 0.01221
1.47, 0.0124542
1.48, 0.0126984
1.49, 0.0126984
1.5, 0.0131868
1.51, 0.013431
1.52, 0.0136752
1.53, 0.0136752
1.54, 0.0136752
1.55, 0.0139194
1.56, 0.0144078
1.57, 0.014652
1.58, 0.014652
1.59, 0.0148962
1.6, 0.0153846
1.61, 0.0153846
1.62, 0.0156288
1.63, 0.0161172
1.64, 0.0163614
1.65, 0.0166056
1.66, 0.0168498
1.67, 0.0173382
1.68, 0.0173382
1.69, 0.0175824
1.7, 0.0180708
1.71, 0.018315
1.72, 0.0185592
1.73, 0.0188034
1.74, 0.019536
1.75, 0.0192918
1.76, 0.0197802
1.77, 0.019536
1.78, 0.0197802
1.79, 0.0202686
1.8, 0.0205128
1.81, 0.0205128
1.82, 0.0210012
1.83, 0.0212454
1.84, 0.0214896
1.85, 0.021978
1.86, 0.0222222
1.87, 0.0227106
1.88, 0.0229548
1.89, 0.023199
1.9, 0.0236874
1.91, 0.0239316
1.92, 0.02442
1.93, 0.02442
1.94, 0.0249084
1.95, 0.0258852
1.96, 0.026862
1.97, 0.0273504
1.98, 0.0278388
1.99, 0.0283272
2, 0.0283272
2.01, 0.0283272
2.02, 0.0290598
2.03, 0.029304
2.04, 0.0297924
2.05, 0.0300366
2.06, 0.030525
2.07, 0.0310134
2.08, 0.0312576
2.09, 0.0310134
2.1, 0.0322344
2.11, 0.0324786
2.12, 0.032967
2.13, 0.0332112
2.14, 0.0336996
2.15, 0.0336996
2.16, 0.0344322
2.17, 0.0349206
2.18, 0.035409
2.19, 0.0358974
2.2, 0.0361416
2.21, 0.0363858
2.22, 0.03663
2.23, 0.0371184
2.24, 0.0376068
2.25, 0.0380952
2.26, 0.0383394
2.27, 0.039072
2.28, 0.0395604
2.29, 0.0398046
2.3, 0.0405372
2.31, 0.0407814
2.32, 0.0412698
2.33, 0.0417582
2.34, 0.0420024
2.35, 0.0424908
2.36, 0.0429792
2.37, 0.0429792
2.38, 0.0434676
2.39, 0.0442002
2.4, 0.0446886
2.41, 0.045177
2.42, 0.0454212
2.43, 0.046398
2.44, 0.046398
2.45, 0.0471307
2.46, 0.0473749
2.47, 0.0481075
2.48, 0.0483517
2.49, 0.0490843
2.5, 0.0495727
2.51, 0.0498169
2.52, 0.0505495
2.53, 0.0510379
2.54, 0.0512821
2.55, 0.0520147
2.56, 0.0525031
2.57, 0.0529915
2.58, 0.0534799
2.59, 0.0539683
2.6, 0.0547009
2.61, 0.0549451
2.62, 0.0551893
2.63, 0.0556777
2.64, 0.0561661
2.65, 0.0566545
2.66, 0.0573871
2.67, 0.0576313
2.68, 0.0581197
2.69, 0.0590965
2.7, 0.0595849
2.71, 0.0595849
2.72, 0.0600733
2.73, 0.0605617
2.74, 0.0608059
2.75, 0.0620269
2.76, 0.0625153
2.77, 0.0630037
2.78, 0.0630037
